sub	acq	val	
derivatives/fsl/sub-10608sp/L1_task-sharedreward_model-1_type-act_acq-mb3me3_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.96573	2.02452	17.9208	4.71093
derivatives/fsl/sub-10608sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.964201	1.96811	16.4533	4.55433
derivatives/fsl/sub-10608sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.99399	1.93447	13.4942	4.36004
derivatives/fsl/sub-10640sp/L1_task-sharedreward_model-1_type-act_acq-mb2me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.924075	1.78108	14.1	4.19005
derivatives/fsl/sub-10640sp/L1_task-sharedreward_model-1_type-act_acq-mb3me1fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.959951	1.62598	10.5527	3.70822
derivatives/fsl/sub-10640sp/L1_task-sharedreward_model-1_type-act_acq-mb3me3_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.961705	1.75037	13.1348	3.99248
derivatives/fsl/sub-10640sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.945625	1.75743	13.3863	4.05954
derivatives/fsl/sub-10640sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.980956	1.74326	12.4224	3.91753
derivatives/fsl/sub-10644sp/L1_task-sharedreward_model-1_type-act_acq-mb2me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.929567	1.87071	15.8678	4.41021
derivatives/fsl/sub-10644sp/L1_task-sharedreward_model-1_type-act_acq-mb3me1fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.979058	1.68469	11.1872	3.7867
derivatives/fsl/sub-10644sp/L1_task-sharedreward_model-1_type-act_acq-mb3me3_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.963527	1.83688	14.9505	4.20444
derivatives/fsl/sub-10644sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.961861	1.81879	14.5737	4.16318
derivatives/fsl/sub-10644sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.992073	1.85025	14.0322	4.14712
derivatives/fsl/sub-10652/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.970596	1.87303	13.9775	4.27228
derivatives/fsl/sub-10652/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.98659	1.84461	13.3608	4.14898
derivatives/fsl/sub-10652/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.993994	1.83135	0.74696	4.06406
derivatives/fsl/sub-10659sp/L1_task-sharedreward_model-1_type-act_acq-mb2me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.940853	1.91967	16.8823	4.50555
derivatives/fsl/sub-10659sp/L1_task-sharedreward_model-1_type-act_acq-mb3me1fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.953614	1.72913	13.207	3.96697
derivatives/fsl/sub-10659sp/L1_task-sharedreward_model-1_type-act_acq-mb3me3_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.942947	1.96661	17.9078	4.63103
derivatives/fsl/sub-10659sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.956843	1.91557	16.5644	4.43686
derivatives/fsl/sub-10690sp/L1_task-sharedreward_model-1_type-act_acq-mb2me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.928592	1.98673	17.0709	4.73841
derivatives/fsl/sub-10690sp/L1_task-sharedreward_model-1_type-act_acq-mb3me1fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.959351	1.75548	12.3557	4.00922
derivatives/fsl/sub-10690sp/L1_task-sharedreward_model-1_type-act_acq-mb3me3_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.95673	1.93418	15.5678	4.48478
derivatives/fsl/sub-10690sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.954271	1.92207	15.6028	4.46052
derivatives/fsl/sub-10690sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.989434	1.93948	14.8095	4.38872
derivatives/fsl/sub-10691sp/L1_task-sharedreward_model-1_type-act_acq-mb2me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.949733	1.95675	15.5406	4.57088
derivatives/fsl/sub-10691sp/L1_task-sharedreward_model-1_type-act_acq-mb3me1fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.964321	1.75794	11.8364	3.99879
derivatives/fsl/sub-10691sp/L1_task-sharedreward_model-1_type-act_acq-mb3me3_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.968175	1.97657	15.6755	4.5622
derivatives/fsl/sub-10691sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.963715	1.93573	15.0896	4.46385
derivatives/fsl/sub-10691sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.990384	1.91722	13.9197	4.32565
derivatives/fsl/sub-10716/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.967498	1.69377	11.9322	3.84084
derivatives/fsl/sub-10716/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.97827	1.64538	11.0418	3.70232
derivatives/fsl/sub-10716/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.986368	1.61298	10.7538	3.61197
derivatives/fsl/sub-10723sp/L1_task-sharedreward_model-1_type-act_acq-mb2me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.941894	1.83257	14.3999	4.26239
derivatives/fsl/sub-10723sp/L1_task-sharedreward_model-1_type-act_acq-mb3me1fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.963646	1.57166	9.96804	3.58381
derivatives/fsl/sub-10723sp/L1_task-sharedreward_model-1_type-act_acq-mb3me3_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.951786	1.76887	13.7314	4.06928
derivatives/fsl/sub-10723sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.946469	1.82155	13.1564	4.21419
derivatives/fsl/sub-10723sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.983003	1.76365	12.4766	3.95991
derivatives/fsl/sub-10738/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.989061	1.68276	11.3588	3.75568
derivatives/fsl/sub-10738/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.911842	1.73619	0.143807	3.70435
derivatives/fsl/sub-10741sp/L1_task-sharedreward_model-1_type-act_acq-mb2me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.912968	1.88587	16.7484	4.51516
derivatives/fsl/sub-10741sp/L1_task-sharedreward_model-1_type-act_acq-mb3me1fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.955793	1.69306	12.2206	3.8737
derivatives/fsl/sub-10741sp/L1_task-sharedreward_model-1_type-act_acq-mb3me3_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.966084	1.82083	14.1811	4.15391
derivatives/fsl/sub-10741sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.949756	1.81986	14.466	4.2046
derivatives/fsl/sub-10741sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.983293	1.82063	13.6173	4.09919
derivatives/fsl/sub-10777sp/L1_task-sharedreward_model-1_type-act_acq-mb2me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.920607	1.75879	14.1593	4.14692
derivatives/fsl/sub-10777sp/L1_task-sharedreward_model-1_type-act_acq-mb3me1fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.951839	1.58249	10.4233	3.63843
derivatives/fsl/sub-10777sp/L1_task-sharedreward_model-1_type-act_acq-mb3me3_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.955532	1.73806	13.3196	3.98254
derivatives/fsl/sub-10777sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.93541	1.74153	13.6051	4.05439
derivatives/fsl/sub-10777sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.965791	1.71213	12.6483	3.88953
derivatives/fsl/sub-10803sp/L1_task-sharedreward_model-1_type-act_acq-mb2me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.903885	1.89882	17.6049	4.5894
derivatives/fsl/sub-10803sp/L1_task-sharedreward_model-1_type-act_acq-mb3me1fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.947776	1.74641	13.6512	4.02742
derivatives/fsl/sub-10803sp/L1_task-sharedreward_model-1_type-act_acq-mb3me3_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.947958	1.84876	15.957	4.28941
derivatives/fsl/sub-10803sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4fa50_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.935523	1.84946	16.0722	4.33442
derivatives/fsl/sub-10803sp/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.978984	1.86152	15.319	4.21814
derivatives/fsl/sub-12042/L1_task-sharedreward_model-1_type-act_acq-mb1me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.954312	1.73544	11.4555	3.97295
derivatives/fsl/sub-12042/L1_task-sharedreward_model-1_type-act_acq-mb1me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.951363	1.83775	13.4063	4.24084
derivatives/fsl/sub-12042/L1_task-sharedreward_model-1_type-act_acq-mb3me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.971259	1.68848	10.5317	3.81461
derivatives/fsl/sub-12042/L1_task-sharedreward_model-1_type-act_acq-mb3me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.964812	1.83958	13.2293	4.20268
derivatives/fsl/sub-12042/L1_task-sharedreward_model-1_type-act_acq-mb6me1_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.99002	1.69342	10.2001	3.77575
derivatives/fsl/sub-12042/L1_task-sharedreward_model-1_type-act_acq-mb6me4_sm-5_denoising-base_EstimateSmoothing.feat/smoothness-0mm.txt			
0.988193	1.81649	12.4975	4.07309
